Norte;Este ;Muestra;zona;MgO;Al2O3;SiO2;P2O5;S;Cl;K2O;CaO;TiO2;V;Cr;MnO;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Ag;Cd;Sn;Ba;La;Ce;Hf;Ta;W;Au;Hg;Tl;Pb;Bi;Th;U
6970981;357950;8;1;0.000;8.549;23.354;0.221;0.025;0.027;0.000;21.202;0.058;0.004;0.000;0.170;5.457;0.000;0.000;0.524;0.001;0.001;0.000;0.000;0.062;0.001;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
6970981;357950;8;1;0.000;4.833;42.564;0.058;0.006;0.069;0.124;4.053;0.069;0.024;0.049;0.076;15.690;0.058;0.020;17.804;0.000;0.003;0.000;0.002;0.056;0.000;0.006;0.000;0.013;0.000;0.003;0.000;0.000;0.000;0.123;0.002;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.012;0.002
6970968;358147;9;1;0.000;6.280;25.982;0.033;0.102;0.067;0.168;3.215;0.083;0.043;0.000;0.093;33.161;0.256;0.035;12.662;0.000;0.000;0.000;0.009;0.013;0.000;0.006;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.038;0.020;0.000;0.000
6970968;358147;9;1;3.570;7.174;39.058;0.269;0.000;0.143;1.645;4.067;1.430;0.016;0.000;0.042;6.438;0.000;0.009;0.046;0.002;0.002;0.000;0.007;0.021;0.004;0.021;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
6970968;358147;9;1;1.334;3.866;40.533;0.159;0.000;0.014;0.188;1.023;0.000;0.003;0.007;0.129;12.102;0.024;0.041;15.648;0.000;0.000;0.000;0.000;0.003;0.002;0.000;0.000;0.322;0.000;0.000;0.000;0.000;0.400;0.169;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.012;0.109
6970968;358147;9;1;0.000;0.786;73.287;0.179;0.128;0.060;0.058;0.159;0.000;0.000;0.025;0.054;11.687;0.006;0.006;4.344;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.165;0.000;0.000;0.000;0.000;0.000;0.102;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019
6970968;358147;9;1;1.819;2.020;20.144;0.000;0.000;0.038;0.237;0.547;0.083;0.005;0.000;0.136;3.584;0.000;0.092;31.870;0.000;0.002;0.000;0.000;0.005;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.060;0.000
6970968;358147;9;1;2.060;2.355;8.370;0.000;0.000;0.041;0.112;0.389;0.000;0.017;0.000;0.085;36.012;0.000;0.022;1.866;0.001;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.069;0.046;0.000;0.000
6970968;358147;9;1;1.313;1.101;12.777;0.002;0.000;0.060;0.083;0.325;0.000;0.009;0.000;0.041;19.386;0.000;0.043;14.219;0.000;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.013;0.000;0.000
6970968;358147;9;1;2.573;0.744;2.339;0.001;0.000;0.087;0.000;2.801;0.000;0.000;0.000;0.029;12.580;0.000;0.076;0.151;0.006;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.012;0.000;0.000
6970968;358147;9;1;2.886;4.353;25.910;2.845;0.000;0.063;0.225;6.883;0.000;0.020;0.000;0.072;28.655;0.209;0.012;14.106;0.000;0.000;0.000;0.007;0.000;0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.016;0.000;0.000
6970968;358147;9;1;1.975;2.812;8.264;0.000;0.000;0.038;0.192;0.487;0.000;0.000;0.000;0.082;32.371;0.000;0.029;0.880;0.002;0.000;0.000;0.017;0.000;0.000;0.000;0.000;0.004;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.064;0.041;0.000;0.000
6970968;358147;9;1;2.618;3.698;14.535;0.066;0.000;0.021;0.060;0.592;0.002;0.019;0.000;0.102;23.385;0.000;0.020;5.430;0.003;0.000;0.000;0.006;0.000;0.004;0.000;0.000;0.000;0.000;0.001;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.017;0.000;0.000
6963859;361030;10;1;3.539;3.989;12.231;0.005;0.036;0.013;0.099;0.463;0.010;0.000;0.000;0.107;11.044;0.000;0.022;0.284;0.009;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.008;0.000;0.000;0.000
6963859;361030;10;1;2.480;4.849;18.425;0.284;0.042;0.223;0.265;29.670;0.185;0.012;0.000;0.071;9.830;0.000;0.001;0.114;0.004;0.001;0.000;0.000;0.009;0.000;0.002;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
6963859;361030;10;1;5.048;6.644;30.782;0.061;0.175;0.097;0.972;0.771;0.545;0.017;0.021;0.111;5.273;0.000;0.013;4.001;0.008;0.001;0.000;0.004;0.001;0.002;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
6963859;361030;10;1;0.000;2.840;36.313;0.480;1.557;0.274;0.311;3.595;0.076;0.009;0.000;0.048;1.641;0.000;0.043;20.522;0.003;0.001;0.000;0.003;0.007;0.008;0.002;0.001;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.032
6963859;361030;10;1;1.602;1.352;22.925;0.076;0.025;0.043;0.125;0.204;0.029;0.001;0.000;0.025;13.694;0.000;0.016;0.042;0.001;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.009;0.000;0.000;0.000
6963859;361030;10;1;1.134;0.861;11.517;15.825;0.000;0.071;0.000;25.866;0.016;0.010;0.000;0.323;3.445;0.079;0.006;4.512;0.000;0.002;0.000;0.000;0.012;0.010;0.001;0.000;0.003;0.000;0.000;0.011;0.000;0.000;0.000;0.065;0.000;0.000;0.000;0.000;0.000;0.005;0.004;0.000;0.000
6963859;361030;10;1;2.098;0.631;14.358;1.774;0.000;0.045;0.000;2.120;0.000;0.064;0.000;0.012;8.431;0.000;0.005;3.712;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.005;0.000;0.000
6963859;361030;10;1;1.251;20.306;42.453;0.309;0.315;0.015;2.904;0.984;0.156;0.018;0.000;0.009;3.888;0.000;0.000;0.197;0.003;0.001;0.000;0.011;0.021;0.001;0.004;0.000;0.000;0.000;0.000;0.000;0.045;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
6963859;361030;10;1;1.317;9.874;26.863;0.076;0.332;0.026;1.069;0.758;0.551;0.015;0.000;0.020;4.709;0.000;0.001;0.966;0.003;0.001;0.000;0.007;0.013;0.001;0.005;0.000;0.000;0.000;0.000;0.008;0.000;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.000
7006879;407694;11;2;17.176;3.964;57.821;0.093;0.114;0.018;2.269;3.669;0.21;0.003;0;0.045;2.24;0.001;0;0.011;0.005;0.001;0;0.008;0.071;0.001;0.022;0;0;0.001;0;0;0.091;0;0;0;0.001;0;0;0;0;0;0;0;0
7006879;407694;11;2;4.328;25.749;73.923;0.382;0.006;0.02;2.603;6.958;0.387;0.009;0;0.053;3.853;0;0;0.005;0;0;0;0;0.021;0;0.012;0;0;0;0;0;0.053;0;0;0;0.008;0;0;0;0;0;0;0.004;0
7006939;407740;12;2;13.253;1.589;65.619;0.156;0.132;0.041;3.398;2.034;0.152;0.005;0;0.06;1.504;0;0.001;0.015;0.007;0;0;0.019;0.035;0.001;0.017;0;0;0;0;0;0.089;0;0;0;0;0;0;0;0;0;0;0;0
7006939;407740;12;2;1.681;22.979;83.836;0.069;0.034;0.022;5.023;3.323;0.178;0.001;0;0.038;1.418;0;0;0.006;0;0;0;0;0.012;0;0.017;0;0;0;0;0;0.057;0;0;0;0.006;0;0;0;0;0;0;0.003;0
7007138;408010;13;2;16.114;4.253;68.49;0.209;0.256;0.024;0.34;4.559;0.497;0.018;0.014;0.144;7.287;0;0.002;0.01;0.008;0.004;0;0.003;0.055;0.001;0.022;0;0;0;0;0;0.062;0;0;0;0.001;0;0;0;0.001;0.003;0;0;0
7007138;408010;13;2;14.135;1.794;55.06;0.146;0.095;0.055;1.847;4.462;0.226;0.005;0;0.03;1.879;0;0.001;0.009;0.004;0.001;0;0.011;0.06;0.002;0.024;0;0.001;0;0;0;0.081;0;0;0;0.001;0;0;0;0;0;0;0;0
7007138;408010;13;2;4.041;27.036;75.078;0.325;0.069;0.046;2.518;6.07;0.339;0.004;0;0.038;3.313;0;0;0.006;0;0;0;0;0.015;0;0.016;0;0;0;0;0;0.074;0;0.017;0.002;0.011;0;0;0;0;0;0;0.004;0
7006064;407185;14;2;9.545;0.737;44.553;0.161;0.325;0.091;3.32;2.996;0.361;0.009;0;0.031;1.813;0;0.002;0.009;0.005;0.001;0;0.013;0.048;0.002;0.017;0.001;0.001;0;0;0;0.082;0;0;0;0;0;0;0;0;0;0.001;0.002;0
7007366;407417;15;2;1.9;1.648;21.48;0.049;2.714;0.109;0.233;2.012;0.043;0.027;0.007;0;0.31;0;0.024;8.849;7.071;0.012;0;0.005;0.008;0;0.003;0.004;0.005;0;0;0.002;0.054;0;0;0;0;0;0;0;0;0.172;0;0;0
7007366;407417;15;2;0;11.227;96.767;0.106;0.311;0.033;1.816;0.455;0.143;0;0;0.01;1.044;0;0;0.485;0.164;0;0;0;0.001;0;0.007;0;0;0;0;0;0.023;0;0;0.017;0;0.413;0.07;0;0;0.125;0;0;0
7007366;407417;15;2;1.561;13.432;96.766;0.056;0.091;0.028;2.623;0.275;0.106;0;0;0.006;4.969;0;0;0.142;0.333;0;0;0;0.001;0;0.004;0;0;0;0;0;0.029;0;0;0.007;0;0.312;0.048;0;0;0.032;0;0;0
7007366;407417;15;2;3.397;0;45.391;0.058;0.423;0.028;2.018;2.039;0.116;0.044;0;0.015;0.771;0;0.003;0.1;1.824;0.017;0;0.024;0.009;0;0.009;0;0;0;0;0;0.147;0;0;0;0.004;0.028;0;0;0;0.105;0.005;0;0
7007366;407417;15;2;10.586;0;75.335;0.135;0.707;0.093;2.057;0.47;0.092;0.003;0.002;0.227;12.377;0;0.002;0.102;0.161;0;0;0.009;0.002;0.001;0.011;0;0.001;0;0;0;0.113;0;0;0;0;0.001;0;0;0;0.324;0.005;0;0
7007366;407417;15;2;7.635;0;49.229;1.519;0.767;0.341;0.184;0.702;0.044;0.023;0.012;7.756;2.3;0.065;0.022;3.328;4.227;0.719;0.009;0.01;0.026;0;0.021;0;0.064;0;0.015;0.006;0.396;0;0.196;0;0.127;0;0;0.009;0.038;19.437;0;0;0.124
7007366;407417;15;2;3.1;0;62.914;0.765;1.514;0.097;0.388;1.366;0.169;0.009;0;0.643;5.79;0;0;0.511;0.463;0.054;0;0;0.021;0;0.004;0;0.038;0;0;0;0.172;0;0;0;0.004;0;0;0;0.002;0.803;0;0;0.006
7007366;407417;15;2;0;21.642;87.897;0.058;0.563;0.024;4.132;0.321;0.426;0;0;0.527;6.009;0.02;0;0.066;0.056;0;0;0;0.002;0;0.009;0;0;0;0;0;0.081;0;0.042;0.006;0;0.03;0.006;0;0;0.479;0.001;0.003;0
7007362;407419;16;2;2.447;0;14.327;2.121;3.884;0.081;0.459;4.613;0;0.44;0;0.33;12.016;0;0.002;0.706;0.767;0.115;0;0.012;0.004;0.004;0.009;0;0.006;0;0.002;0;0.118;0;0.386;0;0;0.005;0;0;0.006;0.908;0;0;0.002
7007362;407419;16;2;2.398;0.842;13.295;2.431;3.965;0.062;0.459;4.392;0;0.483;0;0.503;19.474;0.001;0.003;1.388;1.86;0.222;0;0.036;0.007;0.012;0.01;0;0.009;0;0;0.016;0.203;0;0.354;0;0.007;0;0;0;0.003;1.014;0.014;0;0.005
7007362;407419;16;2;3.263;0;14.472;2.355;4.323;0.176;1.758;2.706;0.058;0.63;0;0.015;1.767;0;0.004;0.348;1.024;0.207;0;0.019;0.009;0;0.012;0;0.351;0;0.001;0;0.179;0;0;0;0.019;0.014;0;0;0.017;2.726;0;0;0
7007362;407419;16;2;0;14.844;89.092;0.084;0.149;0.008;3.503;0.342;0.132;0;0;0.043;8.434;0.008;0;0.553;0.435;0;0;0;0.001;0;0.006;0;0.001;0;0.001;0;0.044;0;0.026;0.004;0;0.149;0.018;0;0;0.07;0.001;0;0
7007362;407419;16;2;2.359;22.636;89.27;0.081;0.313;0.035;5.33;0.475;0.132;0;0;0.035;4.739;0.003;0;0.063;0.297;0;0;0;0.001;0;0.007;0;0;0;0;0;0.054;0;0;0.004;0.006;0.211;0.033;0;0;0.03;0;0.003;0
7007362;407419;16;2;4.055;1.121;29.028;0.102;2.065;0.098;1.444;0.921;0.041;0;0;0.228;7.618;0;0.001;0.261;0.854;0.064;0;0.016;0.006;0;0.008;0;0.001;0;0;0;0.153;0;0;0;0.006;0;0;0;0.003;0.654;0;0;0
7007362;407419;16;2;1.422;1.061;35.54;0.466;0.975;0.017;0.536;1.332;0.052;0.007;0;0.021;1.944;0;0.003;2.55;0.667;0.017;0;0.007;0.001;0;0.008;0;0.115;0;0.001;0;0;0;0;0;0;0;0;0;0.003;0.611;0;0;0
7007362;407419;16;2;1.41;0;37.281;0.458;2.264;0.11;0.255;0.507;0;0.002;0;0.281;13.85;0.058;0.006;1.696;1.233;0.288;0.02;0;0.004;0;0.007;0;1.104;0;0;0.007;0.055;0;0;0;0.029;0;0;0;0.019;5.791;0;0;0.282
7007362;407419;16;2;0.483;1.236;13.944;1.014;0;0.17;0.098;0.816;0;0;0.002;0.092;5.885;0.124;0.025;3.155;2.715;1.594;0.054;0;0.019;0;0.017;0;2.789;0;0.014;0;0;0;0;0;0.119;0;0;0;0.025;19.031;0;0;0
7007362;407419;16;2;1.859;22.649;86.177;0.063;0.206;0.022;6.227;0.451;0.19;0;0;0.03;6.541;0.001;0;0.259;0.323;0;0;0;0.001;0;0.007;0;0.001;0;0.001;0;0.059;0;0;0.004;0;0.136;0.02;0;0;0.073;0.001;0;0
7007362;407419;16;2;2.243;22.792;85.163;0.022;0.082;0.03;8.608;0.485;0.358;0.001;0;0.068;2.71;0;0;0.295;0.442;0;0;0;0.003;0;0.008;0;0;0;0.001;0;0.105;0;0.01;0.005;0;0.325;0.047;0;0;0.03;0.002;0;0
7007362;407419;16;2;1.354;1.044;50.697;0.192;0.027;0;0.16;1.998;0.012;0.001;0;0.322;2.941;0;0.001;0.224;0.587;0;0;0.002;0.003;0;0.002;0;0.003;0;0.002;0;0.039;0;0;0;0;0.005;0;0;0;0.501;0;0;0
7007362;407419;16;2;0.387;2.143;5.045;0;0;0.023;0.283;0.084;0.051;0;0;0.104;0.161;0;0.018;0.008;0.147;0.14;0;0.014;0.008;0.002;0.012;0;0.006;0;0;0.015;0.133;0;0;0;0.005;0.002;0;0;0;0.233;0.001;0;0
7007362;407419;16;2;8.862;0;54.634;0.1;0.658;0.036;1.349;1.759;0.058;0.009;0;0.658;2.393;0;0;0.151;0.675;0.014;0;0.017;0.011;0.004;0.01;0;0.001;0;0;0;0.092;0;0.117;0;0;0;0;0;0;0.121;0.003;0;0
7006064;407185;17;2;9.714;2.303;48.528;0.063;0.072;0.048;3.253;0.464;0.197;0.002;0;0.033;1.067;0;0;0.004;0.01;0.001;0;0.023;0.013;0.002;0.017;0;0;0;0;0;0.055;0;0;0;0;0;0;0;0;0;0.003;0;0
7006379;405355;18;2;1.353;1.334;33.343;0.072;0.005;0.035;0.25;0.558;0.054;0;0;0.006;0.487;0;0.006;0.01;0.024;0.001;0;0.014;0.042;0.002;0.01;0;0;0;0;0.009;0.064;0;0;0;0;0;0;0;0;0;0;0;0
7006379;405355;18;2;2.758;4.298;25.702;0.169;0;0.117;0.182;11.551;0.095;0.016;0;0.243;2.812;0;0.002;0.107;0.255;0.001;0;0.003;0.009;0;0.004;0;0.002;0;0.001;0;0;0;0;0;0.001;0.002;0;0;0.002;0.28;0;0;0
7006379;405355;18;2;0;1.385;78.727;0.073;2.2;0.092;0.153;1.169;0;0.07;0;0.013;10.383;0;0;0.468;0.01;0.095;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0.001;0.006;0;0.001;0.338;0;0;0;0
7006379;405355;18;2;1.559;1.439;15.507;0;11.633;0.262;0.013;3.439;0.002;1.298;0;0.02;5.173;0;0.003;2.289;0.194;0.199;0.002;0;0.003;0;0.001;0;0.003;0;0;0.017;0;0;0;0;0.011;0;0;0;0.024;1.689;0;0;0
7006379;405355;18;2;0;3.714;96.312;0.104;0.293;0.045;0.038;0.272;0;0.002;0.018;0.017;1.678;0;0;0.376;0.076;0.051;0;0;0;0;0;0;0;0.001;0.001;0;0;0;0;0;0;0;0.001;0;0.001;0.123;0;0;0
7006379;405355;18;2;0;3.184;85.048;0.408;1.974;0.058;0.114;0.71;0.008;0.084;0;0.022;0.846;0;0;0.767;0.109;0.051;0.001;0;0.001;0;0.001;0;0.098;0.004;0;0;0;0;0;0;0.004;0;0;0.003;0.003;0.989;0;0;0.024
7006379;405355;18;2;0;2.831;77.878;1.912;1.145;0.089;0.083;1.426;0.017;0.116;0;0.049;1.259;0;0;0.723;0.052;0;0.005;0;0.003;0.009;0.002;0;0.034;0;0;0;0;0;0;0;0;0.011;0.001;0;0.007;4.505;0.006;0;0
7006379;405355;18;2;0;4.924;22.053;0.313;5.33;0.216;0.14;1.758;0.01;1.073;0;0;2.455;0;0.001;0.5;0.26;0.112;0;0.001;0.005;0;0.002;0;0.003;0;0;0.022;0;0;0;0.001;0.008;0;0;0;0.013;1.058;0;0;0
7006379;405355;18;2;0;25.05;50.799;0.59;1.341;0.071;0.071;1.702;0.172;0.007;0;0;25.463;0.053;0;0.999;0.281;0.035;0.006;0.002;0.004;0.01;0.003;0;0.003;0;0.014;0;0;0;0;0.003;0;0;0;0;0.004;1.546;0.006;0;0
7006379;405355;18;2;0;29.026;70.578;0.112;0.744;0.049;0.367;0.96;0.021;0.014;0;0;10.141;0.024;0;0.181;0.217;0;0;0;0.002;0;0.001;0;0.003;0;0;0;0;0;0;0;0;0.022;0.003;0;0;0.223;0;0;0
7006379;405355;18;2;2.285;1.233;10.737;0.047;0;0.051;0.445;0.235;0.049;0.005;0;0.194;0.821;0;0.011;0.017;0.078;0.008;0;0.006;0.003;0;0;0;0;0;0.003;0.008;0;0;0;0;0.002;0.001;0;0;0;0.086;0;0;0
7006379;405355;18;2;0;8.412;44.617;0.296;0.153;0.03;0.797;17.646;0.095;0.03;0.004;0.287;5.754;0;0;0.083;0.104;0.002;0;0.006;0.004;0.001;0.006;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0.011;0;0;0
7006362;405354;19;2;1.599;9.025;30.504;0.395;0;0.003;0.056;1.625;0;0.077;0;0.357;9.118;0;0.001;0.815;0.568;0.015;0;0.001;0.005;0;0.002;0;0;0;0;0;0;0;0;0;0.003;0.004;0;0;0.006;0.526;0.002;0;0
7006362;405354;19;2;0;6.487;26.785;0.089;0.774;0.061;0.042;0.96;0.042;0.169;0;0.447;6.466;0;0;0.606;0.559;0.06;0;0;0.004;0;0.002;0;0.001;0;0;0.002;0;0;0;0.006;0.004;0.002;0;0;0.005;0.762;0;0;0
7006362;405354;19;2;0;1.078;98.127;0.063;0.339;0.031;0.045;0.22;0.174;0;0;0;1.407;0;0;5.921;0.001;0.009;0;0;0.022;0;0;0;0;0;0;0;0.19;0;0;0;0;0.015;0;0.04;0;0.086;0.001;0;0.003
7006362;405354;19;2;2.092;8.476;99.282;0.058;0.257;0.024;0.055;0.221;0;0;0;0.205;5.183;0.001;0;0.359;0.013;0;0.001;0;0.001;0;0.001;0;0;0;0;0;0;0;0;0.005;0;0.017;0.004;0;0;0.391;0;0;0
7006362;405354;19;2;2.463;7.421;30.961;0.151;0;0.033;1.241;7.348;0.273;0;0;0.064;2.19;0;0.003;0.01;0.028;0.002;0;0.008;0.071;0.002;0.023;0;0;0;0;0;0.05;0;0;0;0.003;0;0;0;0;0;0;0;0
7006403;405361;20;2;1.444;5.512;50.072;0.053;0.102;0.073;0.744;0.784;0.121;0;0;0.275;2.476;0;0.003;0.061;0.058;0.004;0;0.013;0.018;0.001;0.013;0;0.001;0;0;0;0.298;0.036;0;0;0;0;0;0;0;0.032;0.001;0;0
7006403;405361;20;2;0;1.268;65.546;0.109;0.041;0.087;0.244;0.274;0.004;0.008;0;0.102;7.164;0;0.001;0.117;0.01;0.002;0.001;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0.004;0.001;0.001;0;0.016;0;0;0
7006403;405361;20;2;0.836;2.327;77.68;0.107;0.052;0.028;0.226;0.365;0.033;0.011;0;0.009;5.829;0;0.002;0.178;0.009;0.001;0.001;0;0;0;0;0;0.001;0;0;0;0;0;0;0.002;0;0.006;0;0;0;0.002;0;0;0
7006403;405361;20;2;0;3.196;59.365;0.219;0.25;0;0.29;1.465;0.226;0.053;0.011;7.794;3.995;0.028;0.008;6.003;0.12;0.068;0;0;0.006;0;0.002;0;0.026;0;0;0;0.206;0;0;0;0.003;0;0;0;0.002;0.796;0;0;0.015
7006403;405361;20;2;0;1.495;97.896;0.082;0.062;0.061;0.117;0.099;0.001;0;0.006;0.008;5.688;0;0.001;0.044;0.01;0.002;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0.001;0.001;0;0;0.012;0;0;0
7006403;405361;20;2;0;12.141;41.745;0.023;0.633;0.24;3.369;0.777;0.074;0.249;0;0.01;3.811;0;0;0.946;0.043;0.139;0.001;0.017;0.003;0;0.007;0;0.002;0;0;0;0.096;0;0;0.002;0.005;0;0;0;0.013;0.845;0.022;0;0
7006403;405361;20;2;0;8.616;95.551;0.03;0.105;0.049;0.193;0.077;0;0;0;0;17.735;0.016;0;0.171;0.005;0.003;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0.036;0.001;0;0;0.029;0;0;0
7006403;405361;20;2;1.12;6.374;100;0.07;0.072;0.043;0.102;0.07;0;0;0;0;13.618;0.013;0;0.061;0.005;0.002;0.001;0;0.001;0;0;0;0;0;0;0;0;0;0.001;0;0;0.025;0.001;0;0;0.02;0;0;0
7006403;405361;20;2;0;2.224;71.571;0.061;1.091;0.489;0.119;0.601;0.006;0.171;0.001;0;2.182;0;0.01;14.522;0.085;0.321;0.002;0;0.005;0;0.002;0;0.006;0.019;0;0;0.061;0;0;0.052;0;0;0;0;0.011;1.797;0;0.01;0
7006438;405375;21;2;1.361;7.659;26.191;0.046;0.163;0.014;0.144;0.867;0.078;0.012;0;0.352;7.903;0;0.005;0.261;2.253;0.002;0;0;0.002;0.001;0.003;0;0;0;0.002;0;0;0;0;0;0.001;0.014;0;0;0;0.055;0;0;0
7006438;405375;21;2;1.163;20.827;91.92;0.059;0.737;0.038;1.779;0.678;0.182;0;0;0.093;4.747;0;0;0.329;0.129;0;0;0;0.001;0;0.002;0;0;0;0;0;0.028;0;0;0;0;0.106;0.016;0;0;0.022;0;0;0
7006438;405375;21;2;0;4.41;58.966;0.063;0.315;0.017;0.808;0.52;0.023;0;0.009;0.022;5.531;0;0;0.099;0.354;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0.014;0;0;0
7006580;405395;22;2;4.507;16.703;33.473;0.005;0.124;0.021;0.256;0.463;0;0.018;0;0.972;18.272;0.024;0.006;0.207;0.528;0;0;0.002;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0.006;0;0;0.001;0.025;0.003;0;0
